Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"DF Rice","The Theology of Thomas Chalmers",1966,"","search.proquest.com","https://search.proquest.com/openview/233575f62547869f69ff4b4ea8632a89/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=1580802797490656608&as_sdt=2005&sciodt=2007&hl=en",220,"2022-02-09 13:55:36","BOOK","","","",,,,,2,0.04,2,1,56,"It was not until the early decades of the nineteenth century that the rising tide of evangelical Christianity took a firm and controlling foothold within the Scottish Church. Scotland had certainly felt the impact of Evan gelicalism in one form or another throughout the eighteenth …","","https://scholar.google.com/scholar?q=related:YNVf1MQj8BUJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3263,"FI Michelman","Property, utility, and fairness: Comments on the ethical foundations of just compensation law",1966,"Harv. L. Rev.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/hlr80&section=62","https://scholar.google.com/scholar?cites=8581425473001887303&as_sdt=2005&sciodt=2007&hl=en",228,"2022-02-09 13:55:36","","","","",,,,,3263,58.27,3263,1,56,"The courts have developed a bewildering array of rules for de-termining when the government must compensate people for eco-nomic losses its programs have caused them. Professor Michelman investigates our practice of compensating for some but not all losses by asking …","","https://scholar.google.com/scholar?q=related:RxbEWABZF3cJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"KR Rao",""" Time Devoured"" by Edmund Parsons (Book Review)",1965,"The Journal of Parapsychology","search.proquest.com","https://search.proquest.com/openview/72ac214ceacebeab55444c5ba16f01fd/1?pq-origsite=gscholar&cbl=1818062","",38,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,57,"… For those who consider that the experimental work was only needed to confirm the rational expectations we have mentioned, the demands for verification have already been sufficiently met. But if the present strong indications are correct, the accumulation of evidence will go on …","",""
77,"JC Harsanyi","Bargaining and conflict situations in the light of a new approach to game theory",1965,"The American Economic Review","JSTOR","https://www.jstor.org/stable/1816287","https://scholar.google.com/scholar?cites=12953208340689395831&as_sdt=2005&sciodt=2007&hl=en",55,"2022-02-09 13:55:36","","","","",,,,,77,1.35,77,1,57,"… Thus the problem of rational expectations can also be regarded as a problem of rationally … cial problem of mutual rational expectations (or of rationally chosen subjective probabilities). … The other class consists of postulates of rational expectations, which deal with rational players' …","","https://scholar.google.com/scholar?q=related:dyBrWFsKw7MJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
20,"RE Lucas Jr","Distributed lags and optimal investment policy",1965,"Rational expectations and …","Minneapolis: University of Minnesota …","","https://scholar.google.com/scholar?cites=8406855245128102236&as_sdt=2005&sciodt=2007&hl=en",115,"2022-02-09 13:55:36","CITATION","","","",,,,,20,0.35,20,1,57,"","","https://scholar.google.com/scholar?q=related:XHH9000mq3QJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"R Gotesky","Stray thoughts on formalization",1965,"Philosophia Mathematica","academic.oup.com","https://academic.oup.com/philmat/article-abstract/s1-2/1/33/1456323","",120,"2022-02-09 13:55:36","CITATION","","","",,,,,0,0.00,0,1,57,"… After 25 years of rational expectations, equilibrium business cycles, growth and new growth, and so on, when the talk turns to the next move by the Fed, the European Central Bank, or the Bank of Japan, when one tries to see a way out of Argentina’s dilemma, or ask why Brazil’s …","","https://scholar.google.com/scholar?q=related:U1wHOSGMPY4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"R Gotesky","Stray thoughts on formalization",1965,"Philosophia Mathematica","academic.oup.com","https://academic.oup.com/philmat/article-abstract/s1-2/1/33/1456323","",121,"2022-02-09 13:55:36","CITATION","","","",,,,,0,0.00,0,1,57,"… After 25 years of rational expectations, equilibrium business cycles, growth and new growth, and so on, when the talk turns to the next move by the Fed, the European Central Bank, or the Bank of Japan, when one tries to see a way out of Argentina’s dilemma, or ask why Brazil’s …","","https://scholar.google.com/scholar?q=related:U1wHOSGMPY4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
9,"WC Salmon","Rejoinder to Barker and Kyburg",1965,"American Philosophical Quarterly","JSTOR","https://www.jstor.org/stable/20009177","https://scholar.google.com/scholar?cites=7558137299749250576&as_sdt=2005&sciodt=2007&hl=en",122,"2022-02-09 13:55:36","","","","",,,,,9,0.16,9,1,57,"… ductive methods lead to rational expectations, and that is all there is to it. Reluctant as I am to admit inductive intuition, I must concede that it may be necessary in the last analysis to depend upon it. If inductive intuition does prove indispensable, then accept it we must, but we …","https://scholar.google.com/scholar?output=instlink&q=info:ECYvU9Tl42gJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=5820464679811047924&oi=lle","https://scholar.google.com/scholar?q=related:ECYvU9Tl42gJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
5,"G Weinschenck","Recent applications of quantitative research in agricultural economics",1965,"","ageconsearch.umn.edu","https://ageconsearch.umn.edu/record/209645/files/iaae-conference-1-14-338.pdf","https://scholar.google.com/scholar?cites=11349203529782291742&as_sdt=2005&sciodt=2007&hl=en",124,"2022-02-09 13:55:36","PDF","","","",,,,,5,0.09,5,1,57,"… The rational expectations hypothesis has faced the test of application only to a very limited extent. Attractive as its application is from the point of … in the individual case is difficult, unless the rational expectations hypothesis coincides with the adaptive or extrapolative hypothesis. …","https://ageconsearch.umn.edu/record/209645/files/iaae-conference-1-14-338.pdf","https://scholar.google.com/scholar?q=related:Hm1IzHp4gJ0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
11,"J Encarnacion","On instability in the sense of Harrod",1965,"Economica","JSTOR","https://www.jstor.org/stable/2552230","https://scholar.google.com/scholar?cites=7641328779000837174&as_sdt=2005&sciodt=2007&hl=en",129,"2022-02-09 13:55:36","","","","",,,,,11,0.19,11,1,57,"Several versions now exist of Sir Roy Harrod's proposition that the warranted rate of growth is unstable. Until fairly recently, the formal correctness of demonstrations of the instability property contained in some well-known formulations of the Harrod thesis seems to have been …","https://scholar.google.com/scholar?output=instlink&q=info:NnRQ_Al0C2oJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=6750403090854040903&oi=lle","https://scholar.google.com/scholar?q=related:NnRQ_Al0C2oJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
29,"PN Zietlow","Luck and Fortuitous Circumstance in Persuasion: Two Interpretations",1965,"ELH","JSTOR","https://www.jstor.org/stable/2872215","https://scholar.google.com/scholar?cites=10052141181662155010&as_sdt=2005&sciodt=2007&hl=en",162,"2022-02-09 13:55:36","","","","",,,,,29,0.51,29,1,57,"In fictional plots, as in real life, chance, good fortune, and events which reverse the expected course of things often play essential parts so obtrusive and so utterly abnormal as to require special attention. The circumstances attending President Ken-nedy's death were so wildly …","https://scholar.google.com/scholar?output=instlink&q=info:AlEMbSVhgIsJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=16486239541975556166&oi=lle","https://scholar.google.com/scholar?q=related:AlEMbSVhgIsJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"R Lekachman, G Shatto, R Lyon, H Holt, CC Lundberg…","Subject Index Volumes 1–52",1965,"organization","","","",185,"2022-02-09 13:55:36","CITATION","","","",,,,,0,0.00,0,6,57,"","https://scholar.google.com/scholar?output=instlink&q=info:7sOOjupSF6gJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=8520110733652239504&oi=lle",""
0,"大谷竜造","資本の限界効率と極大利潤",1965,"季刊 理論経済学","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/economics1950/15/2/15_2_45/_article/-char/ja/","",222,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,57,"Keynes に よれば, 毎 期の実物投資率は, 利子率をこえる限界効率を持ついかなる営利資産も存在 しな くなるまで増大される. こ の主張の裏には, 資 本の限界生産力が減少的であることと資本の限界 供給価格が増加的であることとが想定されている. 1) そ うして, 一 般にはこの均衡投資率において…","https://www.jstage.jst.go.jp/article/economics1950/15/2/15_2_45/_pdf","https://scholar.google.com/scholar?q=related:dpiigX8up50J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
10,"GS Fishman","Price behavior under alternative forms of price expectations",1964,"The Quarterly Journal of Economics","JSTOR","https://www.jstor.org/stable/1879327","https://scholar.google.com/scholar?cites=696157538942872668&as_sdt=2005&sciodt=2007&hl=en",8,"2022-02-09 13:55:36","","","","",,,,,10,0.17,10,1,58,"… The topical literature may be exemplified by the cobweb theorem described by Ezekiel,' the adaptive expectations of Nerlove,2 the rational expectations suggested by Muth,3 and the implicit expectations of Mills.4 Most of the scholarly work on this subject has involved a …","https://apps.dtic.mil/sti/pdfs/AD0403348.pdf","https://scholar.google.com/scholar?q=related:XGxm4Jc_qQkJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
11,"T Negishi","Stability and rationality of extrapolative expectations",1964,"Econometrica: Journal of the Econometric Society","JSTOR","https://www.jstor.org/stable/1910182","https://scholar.google.com/scholar?cites=10073249618802692950&as_sdt=2005&sciodt=2007&hl=en",34,"2022-02-09 13:55:36","","","","",,,,,11,0.19,11,1,58,"It has been known that the dynamic stability of multiple markets depends, when extrapolative expectations, gross substitutability, and tâtonnement are assumed, on the magnitude of the coefficients of expectation whose economic meaning is not necessarily clear. It is possible, …","","https://scholar.google.com/scholar?q=related:VtOSbihfy4sJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
15,"BP Pashigian","The accuracy of the Commerce-SEC sales anticipations",1964,"The Review of Economics and Statistics","JSTOR","https://www.jstor.org/stable/1924049","https://scholar.google.com/scholar?cites=9759522004414388270&as_sdt=2005&sciodt=2007&hl=en",37,"2022-02-09 13:55:36","","","","",,,,,15,0.26,15,1,58,"… Rational Expectations We wish to determine whether anticipations conform to the rational expectations hypothesis (equation 5). This is of some importance because it is becoming increasingly popular to substitute actual sales for expected sales. In addition, we test to determine …","","https://scholar.google.com/scholar?q=related:Lli6Co7JcIcJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
5,"TC Schelling","Strategy, Tactics and Non-Zero-Sum Theory",1964,"Theory of Games: Techniques and applications","","","https://scholar.google.com/scholar?cites=11165334212916169135&as_sdt=2005&sciodt=2007&hl=en",42,"2022-02-09 13:55:36","CITATION","","","",,,,,5,0.09,5,1,58,"","","https://scholar.google.com/scholar?q=related:r0liZ08885oJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
17,"M Weber","The Theory of",1964,"Social and Economic Organization","","","https://scholar.google.com/scholar?cites=9453689443417698986&as_sdt=2005&sciodt=2007&hl=en",97,"2022-02-09 13:55:36","CITATION","","","",,,,,17,0.29,17,1,58,"","","https://scholar.google.com/scholar?q=related:qrLFA3ZAMoMJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"LG Telser","A Priori Information and Time Series Analysis: Essays in Economic Theory and Measurement",1964,"","JSTOR","https://www.jstor.org/stable/1809516","",103,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,58,"… For a well-specified class of time series, it can be shown that Cagan's formulation provides good predictions in the least-squares sense, and some writers have developed a theory of rational expectations to exploit these properties. It would be desirable to compare these models …","",""
23,"RH Campbell","The Anglo-Scottish Union of 1707. II. The Economic Consequences",1964,"The Economic History Review","JSTOR","https://www.jstor.org/stable/2592849","https://scholar.google.com/scholar?cites=10489691810342602827&as_sdt=2005&sciodt=2007&hl=en",145,"2022-02-09 13:55:36","","","","",,,,,23,0.40,23,1,58,"… Though the economic consequences of the Union failed to fulfil the expectations which many Scots entertained at its conclusion in I 707, dissatisfaction arose less from the dashing of any rational expectations than from the Union's failure to provide an automatic means of …","https://scholar.google.com/scholar?output=instlink&q=info:S4jL7h_fkpEJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=16097153991518005443&oi=lle","https://scholar.google.com/scholar?q=related:S4jL7h_fkpEJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
4,"M Hesse","Induction and theory-structure",1964,"The Review of Metaphysics","pdcnet.org","https://www.pdcnet.org/revmetaph/content/revmetaph_1964_0018_0001_0109_0122","https://scholar.google.com/scholar?cites=13231348859740058237&as_sdt=2005&sciodt=2007&hl=en",154,"2022-02-09 13:55:36","","","","",,,,,4,0.07,4,1,58,"… It is noteworthy that the requirements of coherence and strict coherence in betting behavior, and the requirement that rational expectations held at a given date should be influenced only by observation data received after that date, together lead to essentially the same class of …","https://scholar.google.com/scholar?output=instlink&q=info:fXITbK8xn7cJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=13504989905373925734&oi=lle","https://scholar.google.com/scholar?q=related:fXITbK8xn7cJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"WL White","The debt-equity ratio, the dividend payout ratio, growth and the rate at which earnings are capitalized: an empirical study.",1964,"","dspace.mit.edu","https://dspace.mit.edu/bitstream/handle/1721.1/47278/debtequityratiod00whit.pdf","https://scholar.google.com/scholar?cites=7319203935642663466&as_sdt=2005&sciodt=2007&hl=en",192,"2022-02-09 13:55:36","PDF","","","",,,,,3,0.05,3,1,58,"This working paper is one of a set of publications by the School of Industrial Management at MIT reporting on the research currently being pursued by its staff. This investigation was originally sub-mitted as a thesis as partial fulfillment ofthe requirements for the degree of Ph. D. …","https://dspace.mit.edu/bitstream/handle/1721.1/47278/debtequityratiod00whit.pdf","https://scholar.google.com/scholar?q=related:KjqfXjMJk2UJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
98,"Z Griliches","Notes on the measurement of price and quality changes",1964,"Models of income determination","nber.org","https://www.nber.org/system/files/chapters/c1823/c1823.pdf","https://scholar.google.com/scholar?cites=13863835581367316671&as_sdt=2005&sciodt=2007&hl=en",194,"2022-02-09 13:55:36","PDF","","","",,,,,98,1.69,98,1,58,"As ECONOMETRICIANS have accumulated experience in analyzing dif-ferent bodies of data, their views of what are the major technical problems associated with a particular study have changed markedly. Early studies put most of the stress on"" what is the relevant theory"" for a …","https://www.nber.org/system/files/chapters/c1823/c1823.pdf","https://scholar.google.com/scholar?q=related:v_DR6wE9ZsAJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"G WEINSCHENCK","Probleme der quantitativen Angebotsanalyse auf Agrarmärkten",1964,"Zeitschrift für die gesamte Staatswissenschaft/Journal …","JSTOR","https://www.jstor.org/stable/40748802","https://scholar.google.com/scholar?cites=470179674300043578&as_sdt=2005&sciodt=2007&hl=en",218,"2022-02-09 13:55:36","","","","",,,,,3,0.05,3,1,58,"I. Die Lösung des Aggregationsproblems. In den meisten statistischen Untersuchungen, die sich auf die quantitative Messung der Beziehungen zwischen den Preisen und dem gesamtwirtschaftlichen Angebot an landwirtschaftlichen Gütern richten, wird zwar stets unterstellt, …","","https://scholar.google.com/scholar?q=related:OlFDM-xphgYJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
4,"GA King","An Appraisal of the Strengths and Weaknesses of the Econometric Approach",1963,"Journal of Farm Economics","JSTOR","https://www.jstor.org/stable/1236834","https://scholar.google.com/scholar?cites=2004858821501496458&as_sdt=2005&sciodt=2007&hl=en",41,"2022-02-09 13:55:36","","","","",,,,,4,0.07,4,1,59,"… Also expectations models such as those used by Nerlove and the ""rational expectations"" hypothesis of Muth need to be considered further in formulation of economic models."" In this area especially, empirical testing of hypotheses should not await the development of a …","https://ageconsearch.umn.edu/record/284417/files/19-00105AAEA_0019.pdf","https://scholar.google.com/scholar?q=related:iqxn2Hmw0hsJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
12,"JD Bossons","On the reasonableness of regressive expectations",1963,"","dspace.mit.edu","https://dspace.mit.edu/bitstream/handle/1721.1/48690/onreasonableness00boss.pdf?sequence=1","https://scholar.google.com/scholar?cites=11056142711435138370&as_sdt=2005&sciodt=2007&hl=en",58,"2022-02-09 13:55:36","PDF","","","",,,,,12,0.20,12,1,59,"… Defining ""rationality"" in forecasting as unbiassedness corresponds to John Muth's definition [48] of rational expectations as forecasts which mirror the predictions of the economic model which is relevant in the context of the set of information available to a decision-maker. …","https://dspace.mit.edu/bitstream/handle/1721.1/48690/onreasonableness00boss.pdf?sequence=1","https://scholar.google.com/scholar?q=related:QpUd1TdPb5kJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"D Hall, CBS Club, TD Hall, T Gallery…","Educational Background",1963,"University of California …","sims.princeton.edu","http://sims.princeton.edu/yftp/vita4web.pdf","",61,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,5,59,"… “A Rational Expectations Framework For Short Run Policy Analysis"", pp. 293310 in New … “Rational Expectations Modeling with Seasonally Adjusted Data"", Journal of Econometrics, … “Solving Linear Rational Expectations Models"", Journal of Computational Economics, 20(1-2…","http://sims.princeton.edu/yftp/vita4web.pdf","https://scholar.google.com/scholar?q=related:RDoQ5ptdIDAJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"DS Greenberg","Cold War Thaw?: Several Signs in Recent Months Suggest that East-West Relations Are Improving",1963,"Science","science.org","https://www.science.org/doi/pdf/10.1126/science.141.3577.251","",79,"2022-02-09 13:55:36","","10.1126/science.141.3577.251","","",,,,,0,0.00,0,1,59,"… Over the past few months the SovietAmerican antagonism index has generally pointed downward, sufficiently so to raise rational expectations of some sort of peaceable turn in the cold war. Expectations of this kind have risen many times before without any permanently happy …","",""
0,"TC Dreiling","Non-Zero-Sum Type Game Performance as a Predictor of Social Conceptualization",1963,"","scholars.fhsu.edu","https://scholars.fhsu.edu/theses/824/","",110,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,59,"The non-zero-sum type game has been utilized to study behavior of an individual in a bargaining situation under various experimental conditions. Theoretical notions have been offered concerning the choice of trust or suspicion by the individual in these games and the …","https://scholars.fhsu.edu/cgi/viewcontent.cgi?article=1823&context=theses","https://scholar.google.com/scholar?q=related:tP4jNqtsjFMJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
10,"E Grunberg, F Modigliani","Economic forecasting when the subject of the forecast is influenced by the forecast: comment",1963,"The American Economic Review","JSTOR","https://www.jstor.org/stable/1811024","https://scholar.google.com/scholar?cites=6140672497326030594&as_sdt=2005&sciodt=2007&hl=en",125,"2022-02-09 13:55:36","","","","",,,,,10,0.17,5,2,59,"In his recent communication [5], Mr. Kemp has set forth a number of conclusions, several of which require comment. With his first conclusion that"" the announcement of a forecast does not necessarily validate... the forecast"" one could hardly quarrel unless one is prepared to …","","https://scholar.google.com/scholar?q=related:Av8gBRoNOFUJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"DR FRASER","Professional and Honorary Associations",1963,"","Federal Reserve Bank of Dallas","","",142,"2022-02-09 13:55:36","CITATION","","","",,,,,0,0.00,0,1,59,"","",""
1,"D Orr","A Stochastic Income Model Using Optimal Inventory Rules",1963,"The Review of Economic Studies","JSTOR","https://www.jstor.org/stable/2295805","https://scholar.google.com/scholar?cites=12814492175362917521&as_sdt=2005&sciodt=2007&hl=en",156,"2022-02-09 13:55:36","","","","",,,,,1,0.02,1,1,59,"The optimality of various inventory rules has been intensively investigated from the standpoint of the individual firm; however, no comparable analytic study has been devoted to the question of what happens when such rules interact in a complex, multi-stage economy. This …","https://trace.tennessee.edu/cgi/viewcontent.cgi?article=1007&context=utk_harlanabout","https://scholar.google.com/scholar?q=related:kYSHSb041rEJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
5,"WL Steiger","Non-randomness in the stock market: a new test on an existent hypothesis",1963,"","dspace.mit.edu","https://dspace.mit.edu/bitstream/handle/1721.1/11593/33961169-MIT.pdf?sequence=2","https://scholar.google.com/scholar?cites=10405370265049079730&as_sdt=2005&sciodt=2007&hl=en",163,"2022-02-09 13:55:36","PDF","","","",,,,,5,0.08,5,1,59,"This research concerns a controversy preva lent among stock market theorists. Traditional ly, opinion on the structure of the market has fa 1 len into two general groups representing a dichotomy of opinion on the under lying nature of stock pric es. One group ha s maintained …","https://dspace.mit.edu/bitstream/handle/1721.1/11593/33961169-MIT.pdf?sequence=2","https://scholar.google.com/scholar?q=related:sp-pRCBNZ5AJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"T Veblen, J COMMONS, O MITCHELL","Institutional economics",1963,"","wikizero.com","https://www.wikizero.com/en/Institutional_economics","https://scholar.google.com/scholar?cites=17308805381561745259&as_sdt=2005&sciodt=2007&hl=en",176,"2022-02-09 13:55:36","HTML","","","",,,,,2,0.03,1,3,59,"Institutional economics focuses on understanding the role of the evolutionary process and the role of institutions in shaping economic behavior. Its original focus lay in Thorstein Veblen's instinct-oriented dichotomy between technology on the one side and the"" ceremonial"" …","https://www.wikizero.com/en/Institutional_economics","https://scholar.google.com/scholar?q=related:a39b3sk6NfAJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
140,"RL Bishop","Game-theoretic analyses of bargaining",1963,"The Quarterly Journal of Economics","academic.oup.com","https://academic.oup.com/qje/article-abstract/77/4/559/1818325","https://scholar.google.com/scholar?cites=7858477520354139009&as_sdt=2005&sciodt=2007&hl=en",186,"2022-02-09 13:55:36","","","","",,,,,140,2.37,140,1,59,"… See also Schelling's argument, which is different from those presented here, that ""symmetry in the solution of bargaining games cannot be supported on the notion of `rational expectations'."" The Strategy of Conflict (Cambridge: Harvard University Press, 1960), pp. 267 and 278-…","","https://scholar.google.com/scholar?q=related:gdsZNKvrDm0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"VJ McGill","Epistemological dualism and the partition",1963,"Philosophy and Phenomenological Research","JSTOR","https://www.jstor.org/stable/2104516","https://scholar.google.com/scholar?cites=16045423248966015926&as_sdt=2005&sciodt=2007&hl=en",191,"2022-02-09 13:55:36","","","","",,,,,3,0.05,3,1,59,"… Why not, then, consider the view that memories are hypotheses, and that the' one we adopt in the process of -inquiry is simply the one which agrees best with present observations and rational expectations? If the Cartesian model does not work, there are others. We have …","","https://scholar.google.com/scholar?q=related:tttpwW7LrN4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"DE Peterson","Corporate investment decisions and financial planning",1963,"","search.proquest.com","https://search.proquest.com/openview/111d09b6e758c1c8760024505bc23ed1/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=6368116884581245900&as_sdt=2005&sciodt=2007&hl=en",201,"2022-02-09 13:55:36","BOOK","","","",,,,,2,0.03,2,1,59,"ProQuest Dissertations Page 1 This dissertation has been 64-2942 microfilmed exactly as received PETERSON, David Edwin, 1937CORPORATE INVESTMENT DECISIONS AND FINANCIAL PLANNING. University of Illinois, Ph.D., 1963 Economics, finance University …","","https://scholar.google.com/scholar?q=related:zOOhGZEYYFgJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
8,"CA Tisdell","Price uncertainty, production and profit",1963,"","search.proquest.com","https://search.proquest.com/openview/5a66325bd4073ac461843a02726e9ed6/1?pq-origsite=gscholar&cbl=2026366&diss=y","https://scholar.google.com/scholar?cites=12436331933330603248&as_sdt=2005&sciodt=2007&hl=en",219,"2022-02-09 13:55:36","BOOK","","","",,,,,8,0.14,8,1,59,"My motive for doing this analysis w as to examine some of the effects of price uncertainty and instability upon production and profit in the hope that this would give some insight into agricultural price policy. So many theoretical problems were involved that it soon became …","","https://scholar.google.com/scholar?q=related:8HwEuwC6lqwJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"RD Yarbrough","Interpersonal maturity and the effective soldier: A comparative study of the interpersonal maturity levels of effective and noneffective army basic trainees.",1963,"","search.proquest.com","https://search.proquest.com/openview/cf752b634e294e9a561ba3fa395bfb7e/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=9202691256365781316&as_sdt=2005&sciodt=2007&hl=en",223,"2022-02-09 13:55:36","BOOK","","","",,,,,1,0.02,1,1,59,"… The extent to which the developing infant or child can arrive at rational expectations about the nature of his environment and his ability to ally himself with more powerful persons who can supply his needs, has a profound effect on later perceptions and expectancies. New …","","https://scholar.google.com/scholar?q=related:RJFGkfCGtn8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"M Manente","The treaty establishing the European Economic Community and political integration of Europe",1963,"","search.proquest.com","https://search.proquest.com/openview/0798bbadc24a6434ce2e0ec6d36aeae0/1?pq-origsite=gscholar&cbl=18750&diss=y","",230,"2022-02-09 13:55:36","BOOK","","","",,,,,0,0.00,0,1,59,"It Manfredo Manente, hereby guarantee that no part of the dissertation which I hare submitted for publication has been heretofore published, and (or), copyrighted in the United States of America, except in the case of passages quoted from other published sources; that I am the …","","https://scholar.google.com/scholar?q=related:j2StXyMey70J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"J BOSSONS","THE NATURE OF RATIONAL-EXPECTATIONS FOR A MANUFACTURER-A CASE-STUDY IN FORECASTING INDUSTRY SALES",1962,"ECONOMETRICA","BLACKWELL PUBL LTD 108 …","","",35,"2022-02-09 13:55:36","CITATION","","","",,,,,0,0.00,0,1,60,"","https://scholar.google.com/scholar?output=instlink&q=info:lKYB64M2VVgJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=18138913283239605831&oi=lle",""
